,run,Yield (tonne/ha)_mean,Yield (tonne/ha)_min,Yield (tonne/ha)_max,Yield (tonne/ha)_median,Yield (tonne/ha)_var,biomass_mean,biomass_min,biomass_max,biomass_median,biomass_var,harvest_index_mean,harvest_index_min,harvest_index_max,harvest_index_median,harvest_index_var,canopy_cover_mean,canopy_cover_min,canopy_cover_max,canopy_cover_median,canopy_cover_var,Es_mean,Es_min,Es_max,Es_median,Es_var,Tr_mean,Tr_min,Tr_max,Tr_median,Tr_var,DeepPerc_mean,DeepPerc_min,DeepPerc_max,DeepPerc_median,DeepPerc_var,CR_mean,CR_min,CR_max,CR_median,CR_var,date_1,date_2,irrig_1,irrig_2,irrigation_1,irrigation_2
0,1,3.5901076997716244,0.0,8.155965961854937,2.7999922353601274,7.249425785688959,1053.5684724234459,120.20742216992382,1702.2091710437492,1081.6194981296765,204101.4284272996,0.3721741942893863,0.03318188234516809,0.48,0.42038918629263605,0.01744128185182686,0.8398758755313314,0.2231168321390783,0.937807158361598,0.9235305858199342,0.033108038977138994,80.59233531542628,57.29101959902674,142.74589814070188,74.41528665838125,502.8418712144116,177.20236834969558,12.925666213797872,331.0735326626634,177.3225195817079,6963.7034072375045,6.786187737356512,0.0,91.14296220118449,0.0,442.1295086068476,0.0,0.0,0.0,0.0,0.0,01-20,02-10,36 days,57 days,36,57
1,2,3.5916077137159195,0.000638889034287115,8.155965961854937,2.727352069219303,7.226147508110483,1052.8898936065837,135.70916089217425,1702.2091710437492,1072.5940713320572,204155.2355920776,0.4025418667722228,0.2029591046848846,0.48,0.42038918629263605,0.006321448432316598,0.8376277094201272,0.24194917277953715,0.937807158361598,0.923174065306109,0.03363888599009315,80.61479262342688,58.243416351081486,138.4584823658904,74.41528665838125,483.2811314721273,177.1791771462509,15.75851845299776,331.0735326626634,176.41588563821435,6913.998875926034,6.793162455361045,0.0,91.20543530327501,0.0,442.60050491383305,0.0,0.0,0.0,0.0,0.0,01-22,02-19,38 days,66 days,38,66
2,3,3.586705287921212,0.0011696653871887525,8.155965961854937,2.83679904766623,7.135899928669585,1053.5276653092055,145.52020926531253,1702.2091710437492,1078.5917085067192,202225.24481752698,0.4040445147007873,0.2029591046848846,0.48,0.42038918629263605,0.006236692853215205,0.8368935600733789,0.25143256842977746,0.937807158361598,0.9234320297275537,0.03323777716420118,80.77493643269119,57.05615079503133,139.49885741467924,75.66312303715645,469.22894498450876,177.25708843864643,17.429307989888976,331.0735326626634,179.61071710819618,6855.69173599935,6.760424098576781,0.0,89.9279787246688,0.0,433.70015654625007,0.0,0.0,0.0,0.0,0.0,01-11,02-20,27 days,67 days,27,67
3,4,3.574258381170143,0.0,8.155965961854937,2.636935397171528,7.272113465296976,1053.3441831357989,121.04609351659222,1702.2091710437492,1081.5990373449913,205456.79582733073,0.3880302007517147,0.025268523278873477,0.48,0.42038918629263605,0.012485037256981489,0.8389233186872458,0.23098591140437053,0.937807158361598,0.9238667725170129,0.03173073509374351,80.66804449519071,57.30000726385118,135.0466410957836,74.17968261248417,478.3223032971398,177.23362553417022,12.92076403648492,331.0735326626634,174.29841794162843,6964.331423603478,6.827321678287836,0.0,91.51944054119546,0.0,445.7860271874748,0.0,0.0,0.0,0.0,0.0,01-14,02-15,30 days,62 days,30,62
4,5,3.582449338331059,0.0,8.155965961854937,2.8001084253911794,7.220184088926172,1051.8752353045675,112.16447549055796,1702.2091710437492,1069.322400994373,205875.77945524163,0.3720115859891096,0.03167035810668932,0.48,0.42038918629263605,0.017556389434384423,0.8362548248158561,0.218790363421327,0.937807158361598,0.9226038467827521,0.03499846783535094,78.77222183106552,58.64145637431971,136.55727735363283,74.91504778382449,330.32330210134427,176.71668961545618,11.675329997008213,331.0735326626634,177.32876628469654,7023.64696001405,6.640724451116571,0.0,87.50809402993782,0.0,415.0637798190834,0.0,0.0,0.0,0.0,0.0,01-07,02-11,23 days,58 days,23,58
5,6,3.587033579196,0.0008628156456304715,8.155965961854937,2.6957759682963283,7.2532965425640095,1052.5731714612514,125.83036416635049,1702.2091710437492,1072.6371771878362,204228.41140475328,0.388471149696679,0.03541034901305288,0.48,0.42038918629263605,0.012155048764705518,0.83856385352291,0.24194917277953715,0.937807158361598,0.9225656688001185,0.03288014909703127,80.59450515181351,58.24060803988817,137.7254174878324,74.41528665838125,482.2915330018382,177.07717056062617,13.600779536052716,331.0735326626634,175.3193033502317,6924.577164196401,6.793162455361045,0.0,91.20543530327501,0.0,442.60050491383305,0.0,0.0,0.0,0.0,0.0,01-22,02-18,38 days,65 days,38,65
6,7,3.5921439214363597,0.0015402382482918673,8.155965961854937,2.746518008804824,7.180585282450992,1051.725673992597,120.30560587541865,1702.2091710437492,1077.7400662821142,204704.0518831244,0.38830854139640236,0.03167035810668932,0.48,0.42038918629263605,0.012275697298628962,0.8363340174396189,0.24495966214038045,0.937807158361598,0.9220214512662372,0.034089675157859906,81.02233263792354,57.12263889657752,140.29581611149098,74.84584261261926,489.136783732971,176.80693915495107,12.535739005971102,331.0735326626634,175.70422696941694,6961.402048504574,6.619695280817638,0.0,88.88897339661446,0.0,423.56323450848464,0.0,0.0,0.0,0.0,0.0,01-10,02-17,26 days,64 days,26,64
7,8,3.5918662625094733,0.0,8.155965961854937,2.799993066899431,7.240550709945276,1051.8316826933071,145.28138795342096,1702.2091710437492,1076.8526094250496,204896.4130340076,0.36253471098598095,0.03318188234516809,0.48,0.42038918629263605,0.021224545827128335,0.8387991110899237,0.2513646652956737,0.937807158361598,0.9231978111047185,0.033106472966167776,77.9130325633032,58.2703407951054,131.6072081728838,74.41528665838125,301.65083963942783,176.7663794784105,16.39314246202427,331.0735326626634,177.32234334029198,7010.154368561852,6.775317637635134,0.0,91.42207743488504,0.0,444.1978014025481,0.0,0.0,0.0,0.0,0.0,01-21,02-05,37 days,52 days,37,52
8,9,3.5940399181732423,0.001483107494979041,8.155965961854937,2.806970148490059,7.224440869551736,1056.8918056389896,151.48095099876193,1702.2091710437492,1072.478705837223,198332.62178366174,0.4044095224680009,0.2113542833307972,0.48,0.42038918629263605,0.006086289164067194,0.8396388354940926,0.2508320745883363,0.937807158361598,0.9233329341409652,0.0329283690778187,79.7819842498147,57.656514043525284,129.9813876622741,74.41528665838125,418.801360926967,178.08973290007944,18.611942582053153,331.0735326626634,178.1651380264956,6677.13438084074,6.80723555807489,0.0,91.52911666569344,0.0,445.0889400676431,0.0,0.0,0.0,0.0,0.0,01-23,02-20,39 days,67 days,39,67
9,10,3.5782329458764495,0.0014237817540464334,8.155965961854937,2.6371356095481753,7.265443551948855,1054.4937702742623,123.22452001699125,1702.2091710437492,1070.5661130294206,198946.58012562033,0.3879591197418937,0.03167035810668932,0.48,0.42038918629263605,0.012346563612418317,0.8419154628218422,0.24194917277953715,0.937807158361598,0.921611606586347,0.030411530287635012,80.02790067662312,58.228677660135375,134.61227440595616,74.41528665838125,412.0122265888689,177.53117384833138,13.397394043794328,331.0735326626634,174.30892884080728,6712.164600863902,6.819747012514307,0.0,91.52911666569335,0.0,446.0778623035581,0.0,0.0,0.0,0.0,0.0,01-22,02-14,38 days,61 days,38,61
10,11,3.595972768869746,0.0,8.155965961854937,2.746518008804824,7.1870844228076045,1051.9106817922961,107.85129487328346,1702.2091710437492,1070.0101635331712,205669.56222244466,0.3879118031430399,0.022545378279353052,0.48,0.42038918629263605,0.012575164457021852,0.835653924634897,0.21815189515407066,0.937807158361598,0.9222271885662923,0.03486555191884144,79.91924063702434,58.07366461381206,139.45242420985443,74.56920910018772,386.9770652223557,176.84076716080898,11.074422654044445,331.0735326626634,175.70422696941694,6991.194882871178,6.609219533177386,0.0,87.36991521749314,0.0,413.3682426949715,0.0,0.0,0.0,0.0,0.0,01-08,02-17,24 days,64 days,24,64
11,12,3.588043110573425,0.0,8.155965961854937,2.8539751333246555,7.208748565788,1052.6138890654338,138.92373280184668,1702.2091710437492,1081.2104259548414,205697.85724837685,0.3721586081766814,0.03318188234516809,0.48,0.42038918629263605,0.01751388825570476,0.8376635526756442,0.2609377587700117,0.937807158361598,0.9239519327505841,0.03211824703408179,81.15108881496475,57.395354168044896,142.5822824897666,75.89705862927028,507.8148149760933,176.97203061276625,15.137045473300562,331.0735326626634,179.2168434457356,7018.413799049688,6.8152039896682455,0.0,91.02469081429606,0.0,442.5888442738638,0.0,0.0,0.0,0.0,0.0,01-13,02-08,29 days,55 days,29,55
