,run,Yield (tonne/ha)_mean,Yield (tonne/ha)_min,Yield (tonne/ha)_max,Yield (tonne/ha)_median,Yield (tonne/ha)_var,biomass_mean,biomass_min,biomass_max,biomass_median,biomass_var,harvest_index_mean,harvest_index_min,harvest_index_max,harvest_index_median,harvest_index_var,canopy_cover_mean,canopy_cover_min,canopy_cover_max,canopy_cover_median,canopy_cover_var,Es_mean,Es_min,Es_max,Es_median,Es_var,Tr_mean,Tr_min,Tr_max,Tr_median,Tr_var,DeepPerc_mean,DeepPerc_min,DeepPerc_max,DeepPerc_median,DeepPerc_var,CR_mean,CR_min,CR_max,CR_median,CR_var,date_1,date_2,irrig_1,irrig_2,irrigation_1,irrigation_2
0,1,3.5907573419027043,0.0,8.155965961854937,2.829875335393588,7.341964971200969,1049.222623015101,121.76785367216769,1713.5823884878553,1070.756898850197,212686.77856747303,0.3620822084870573,0.03318188234516809,0.48,0.42038918629263605,0.021516764609676768,0.8322315869272827,0.24194917277953715,0.9378086092328634,0.920885364135497,0.035457641333591354,78.20804706795374,58.25876474864195,134.84278844688308,74.41528665838125,330.94248518837105,176.72146636958564,13.184170994978594,331.0735326626634,178.97161146285197,7224.028870412003,6.602355708166479,0.0,86.52911666569341,0.0,408.6605598920339,0.0,0.0,0.0,0.0,0.0,01-22,03-02,38 days,78 days,38,78
1,2,3.595667065198547,0.0007066971648663648,8.155965961854937,2.8256276449509565,7.301359223853976,1054.6814904669995,117.30900793362242,1713.3788660292246,1081.476050316172,206611.1687034168,0.37874417166156354,0.03541034901305288,0.48,0.42038918629263605,0.016443604559283457,0.8346332741991678,0.23120174632853696,0.9378086112742589,0.9238191846763488,0.0356258826005721,79.43349492176272,57.26132233086004,135.4541490196712,74.41528665838125,437.5389475677264,177.95140235762344,12.677957021310887,331.0735326626634,180.1661905767668,6950.602704240449,6.254998428412262,0.0,86.4183017141278,0.0,401.65632305463856,0.0,0.0,0.0,0.0,0.0,01-21,02-26,37 days,73 days,37,73
2,3,3.604056660230279,0.0,8.155965961854937,2.825864649414592,7.313759138359313,1050.6274674931958,117.995125544966,1713.3788660292246,1081.050840618659,214222.07623832583,0.3619196001867806,0.03167035810668932,0.48,0.42038918629263605,0.021628440925404523,0.8326659954333698,0.22988794077993066,0.9378086112742589,0.9210310887349941,0.035162408950291386,77.9689930018702,57.38148693926371,135.34573580283708,74.25712047624896,335.7363709483663,177.0749788736602,12.648571781289458,331.0735326626634,179.689665641675,7274.261513509162,6.609242677909215,0.0,86.52925135757977,0.0,408.84131094487196,0.0,0.0,0.0,0.0,0.0,01-17,03-01,33 days,77 days,33,77
3,4,3.6212786484802995,0.0,8.15606086038611,2.915144493120132,7.33048786002484,1050.8819067369689,117.1671017601552,1713.2073172410892,1078.35482135212,213888.5972376642,0.3611613893560936,0.025268523278873477,0.48,0.42038918629263605,0.02212948695326441,0.8328512281951047,0.22988794077993066,0.9378086092328634,0.9179669494792704,0.03460395022527471,78.10198210350315,57.92489328651163,135.51635361810114,74.25124753459959,330.335808801019,177.08868971344708,12.440831205139443,331.0779529088209,177.60258015921647,7279.167207377991,6.597866728677631,0.0,86.52925135442634,0.0,408.07872664764096,0.0,0.0,0.0,0.0,0.0,01-17,03-12,33 days,88 days,33,88
4,5,3.596434935761664,0.0016101587979479013,8.156078099451205,2.8242954610635844,7.334935344654605,1052.6437245332122,135.17835730415115,1713.193778220982,1069.0706667736806,206106.2978761683,0.3933051919998697,0.05512715052248438,0.48,0.42038918629263605,0.010906363998256424,0.8345732063969006,0.24960325195099753,0.9378086092328634,0.9192172096521817,0.03445505234223038,79.63811352956222,57.66812669970247,136.1612959605225,74.4094137137448,449.55549461449516,177.44782289820432,15.787200887062344,331.0786641215473,171.37729824219912,6945.923669583197,6.600245584850032,0.0,86.52911666569341,0.0,408.5942875299588,0.0,0.0,0.0,0.0,0.0,01-23,03-09,39 days,85 days,39,85
5,6,3.6215904741201634,0.0,8.155965961854937,2.8553758288841506,7.222351640638476,1050.4372746685972,118.00107603850275,1713.1686966315776,1073.747158181343,211425.66161672157,0.36057596481795035,0.0,0.48,0.42038918629263605,0.02278150375290725,0.8327238292548508,0.24495966214038045,0.9378086092328634,0.9212846678283894,0.034905911138498114,78.0630485574345,57.60062793590115,135.67462388721938,74.92006983288668,312.888034028523,176.871183563676,12.304286194340897,331.0735326626634,179.68635976519514,7190.452636089427,6.422038719762813,0.0,84.10079382878568,0.0,389.64008354653356,0.0,0.0,0.0,0.0,0.0,01-10,03-07,26 days,83 days,26,83
6,7,3.600951433225425,0.0,8.155965961854937,2.8298079563792666,7.343656893715902,1050.9226609974435,110.63309392225935,1713.5823884878553,1080.709135712023,213073.184795882,0.3619196001867806,0.03167035810668932,0.48,0.42038918629263605,0.021628440925404523,0.8328813464159408,0.2231168321390783,0.9378086092328634,0.9212598199709772,0.03565726443330898,77.9610019855288,57.414374596241565,136.50406191158837,74.41528665838125,332.2563811239734,177.10592850980683,11.691226700800776,331.0735326626634,179.67520702033138,7244.8053174006,6.59477329866227,0.0,86.35472124709656,0.0,407.3947130536703,0.0,0.0,0.0,0.0,0.0,01-20,03-02,36 days,78 days,36,78
7,8,3.5928559245703644,0.0012423516102395371,8.155965961854937,2.8256421013676536,7.310009852865781,1054.1218316993518,111.35273310943634,1713.3788660292246,1081.373671872044,207114.28961615005,0.37858156336128695,0.03167035810668932,0.48,0.42038918629263605,0.016560945928716198,0.8353288101567194,0.2231168321390783,0.9378086112742589,0.9238230324832674,0.03512648750496261,79.58696330560193,57.33741472587969,136.3354286214952,74.41528665838125,444.5276452978774,177.81436583256226,11.871528696978645,331.0735326626634,180.1643789402473,6977.138647293882,6.594773298799376,0.0,86.35472125025,0.0,407.39471307653525,0.0,0.0,0.0,0.0,0.0,01-20,02-27,36 days,74 days,36,74
8,9,3.589514274189995,0.0,8.155965961854937,2.8260818030217476,7.3472958994863555,1049.7937234357173,123.08838666833003,1713.4112987910303,1068.681521873719,211869.76101817068,0.3620822084870573,0.03318188234516809,0.48,0.42038918629263605,0.021516764609676768,0.8324154551588845,0.24194917277953715,0.9378086112742589,0.9210078604148529,0.035271173578200005,78.09158360004558,58.25876474864195,134.64934227955305,74.41533008755842,323.5518494588451,176.7864675419742,13.383596188362901,331.0735326626634,179.3306458177084,7200.385010359465,6.602354516057173,0.0,86.52911666569341,0.0,408.6605289362982,0.0,0.0,0.0,0.0,0.0,01-22,03-04,38 days,80 days,38,80
9,10,3.6070658926922774,0.0,8.155965961854937,2.859064499773966,7.258547097172523,1049.0023678829734,105.40699035363323,1713.5823884878553,1067.7200337697516,213623.73316600398,0.3621039727687045,0.025268523278873477,0.48,0.42038918629263605,0.021716924751578763,0.8309401747134821,0.21815189515407066,0.9378086092328634,0.921276400865634,0.036515410971687486,78.57725371044772,58.452783183817715,137.44764974422895,74.62384020070469,340.8645886475753,176.59234506002866,10.781283776642953,331.0735326626634,179.6825584128807,7262.928267325222,6.41608116165454,0.0,82.58173564966437,0.0,380.46169203537903,0.0,0.0,0.0,0.0,0.0,01-08,03-02,24 days,78 days,24,78
10,11,3.592612224528324,0.0,8.155965961854937,2.854841066311637,7.243561607680665,1048.8925838566597,123.67543826271849,1713.4112987910303,1074.0894986622595,211607.5359919863,0.36254492171366876,0.02952271736244685,0.48,0.42038918629263605,0.021410839830770818,0.8317105455533118,0.25143256842977746,0.9378086112742589,0.9212951114094354,0.034872901184739714,78.42076829598213,57.688323718974566,134.73490242050607,75.70043633125206,325.70578604663393,176.5606387844692,13.20638236129862,331.0735326626634,179.69114549796174,7194.254486897947,6.554506647477603,0.0,84.92797872466879,0.0,397.89619395686583,0.0,0.0,0.0,0.0,0.0,01-11,03-04,27 days,80 days,27,80
11,12,3.598644000284217,0.0,8.155965961854937,2.825199748474604,7.304905527058804,1051.9069590899928,117.77824076070942,1713.488179902166,1079.319435695706,212807.7361688553,0.36166923370018816,0.03167035810668932,0.48,0.42038918629263605,0.02178747201501337,0.8328926123786097,0.22983411878416515,0.9378086112742589,0.9204661907157153,0.0348012354099781,77.78484847990397,57.73516576469386,135.41703573635155,74.25019054769798,324.1776351186529,177.18895110271893,12.56423182639756,331.0735326626634,179.6895283208195,7238.330658749701,6.611585203306862,0.0,86.52911666569337,0.0,408.90218347479464,0.0,0.0,0.0,0.0,0.0,01-16,03-06,32 days,82 days,32,82
12,13,3.6324873793688908,0.00018113050689107902,8.156041159456466,2.914800422440737,7.198222335610047,1054.2132988471,151.16750108765248,1713.2073172410892,1081.2201523205995,207032.83522827987,0.39441659183358807,0.05512715052248438,0.48,0.42038918629263605,0.010948517251453889,0.8321517688350412,0.24529308411606027,0.9378086092328634,0.9212971393718772,0.03473384227179727,79.90251642848895,57.368551068533435,133.01950272731415,75.62488226453614,427.45016315066147,177.9699140364526,19.727738673673898,331.0770446698425,179.6920794140932,6944.626159402949,6.580228207678045,0.0,85.65684224348941,0.0,402.8096731816991,0.0,0.0,0.0,0.0,0.0,01-12,03-10,28 days,86 days,28,86
13,14,3.6022762047928976,0.0,8.155965961854937,2.854841066311637,7.2821139788528315,1049.5888610796337,106.12452469938046,1713.4112987910303,1064.923567225258,212767.67791297444,0.361455925084777,0.025268523278873477,0.48,0.42038918629263605,0.021892058202389934,0.8314714608591539,0.21815189515407066,0.9378086112742589,0.921276400865634,0.03614959656715786,78.45984851070875,58.852692146840184,137.3384827940583,74.62696474919174,332.04860498003103,176.6559132500325,10.895015077490392,331.0735326626634,179.6825584128808,7237.829941203413,6.416079967679701,0.0,82.58173564966437,0.0,380.46166159208894,0.0,0.0,0.0,0.0,0.0,01-08,03-04,24 days,80 days,24,80
14,15,3.5907418888380565,0.001711111506768126,8.155965961854937,2.8258196755043308,7.284614905393263,1054.0982407408262,128.78482795850934,1713.3788660292246,1071.6771411693476,204692.46839897477,0.37956168192770084,0.039553035347209824,0.48,0.42038918629263605,0.016004181334942635,0.8366585277184073,0.24960325195099753,0.9378086112742589,0.923333361740394,0.034452176884395225,79.42555422903979,57.675153992416995,133.71794495369602,74.41528665838125,440.53536048916595,177.7156403728552,14.2987483955453,331.0735326626634,180.17362229515197,6897.085664605915,6.259816469921785,0.0,86.52911666884685,0.0,402.46442904057534,0.0,0.0,0.0,0.0,0.0,01-23,02-26,39 days,73 days,39,73
15,16,3.5963758860580652,0.0,8.155965961854937,2.829881404907217,7.308933546727108,1049.5259122556001,122.44757486636148,1713.3788660292246,1071.6776975002265,211560.72837158275,0.3620822084870573,0.03318188234516809,0.48,0.42038918629263605,0.021516764609676768,0.8342540347931581,0.24194917277953715,0.9378086112742589,0.9208268191436119,0.03502998975270981,78.06075286909642,58.24971644009688,134.6818120371933,74.41528665838125,324.66372616458574,176.70315692852066,13.355005346502685,331.0735326626634,178.80785205510927,7177.510958848913,6.602355708303587,0.0,86.52911666884684,0.0,408.66055991494727,0.0,0.0,0.0,0.0,0.0,01-22,02-28,38 days,75 days,38,75
16,17,3.6070658926922774,0.0,8.155965961854937,2.859064499773966,7.258547097172523,1049.0023678829734,105.40699035363323,1713.5823884878553,1067.7200337697516,213623.73316600398,0.3621039727687045,0.025268523278873477,0.48,0.42038918629263605,0.021716924751578763,0.8309401747134821,0.21815189515407066,0.9378086092328634,0.921276400865634,0.036515410971687486,78.57725371044772,58.452783183817715,137.44764974422895,74.62384020070469,340.8645886475753,176.59234506002866,10.781283776642953,331.0735326626634,179.6825584128807,7262.928267325222,6.41608116165454,0.0,82.58173564966437,0.0,380.46169203537903,0.0,0.0,0.0,0.0,0.0,01-08,03-02,24 days,78 days,24,78
17,18,3.6249404537817242,0.0,8.156062853632605,2.9076073994875014,7.328695862724237,1050.0553003988673,108.65405740252444,1713.2073172410892,1078.5318707377203,213816.5347444703,0.3611613893560936,0.025268523278873477,0.48,0.42038918629263605,0.02212948695326441,0.8325885679961761,0.21859029456039392,0.9378086092328634,0.9189650457979848,0.0351350721500504,78.13921820734252,57.9263518900981,136.80248740239236,74.25351142627568,334.4421730532106,176.8660640094004,11.430321417772452,331.0779529088209,177.59649237378034,7267.70878344191,6.599058288684311,0.0,86.54190638363173,0.0,408.1877989362178,0.0,0.0,0.0,0.0,0.0,01-18,03-11,34 days,87 days,34,87
