Season,Yield (tonne/ha)_mean,Yield (tonne/ha)_min,Yield (tonne/ha)_max,Yield (tonne/ha)_median,Yield (tonne/ha)_var,biomass_mean,biomass_min,biomass_max,biomass_median,biomass_var,harvest_index_mean,harvest_index_min,harvest_index_max,harvest_index_median,harvest_index_var,canopy_cover_mean,canopy_cover_min,canopy_cover_max,canopy_cover_median,canopy_cover_var,Es_mean,Es_min,Es_max,Es_median,Es_var,Tr_mean,Tr_min,Tr_max,Tr_median,Tr_var,DeepPerc_mean,DeepPerc_min,DeepPerc_max,DeepPerc_median,DeepPerc_var,CR_mean,CR_min,CR_max,CR_median,CR_var
0,1.865035660596965,1.5143005699572276,2.1516138605467696,2.0897603237969653,0.08554662138572211,1012.4587382548967,995.1823991874645,1026.9756685530972,1018.7078586051362,127.09011025848434,0.2899524459117171,0.2899524459117171,0.2899524459117171,0.2899524459117171,0.0,0.9200328789587876,0.9191488646809715,0.9232947815979605,0.9202531085131308,1.0632980751324306e-06,86.63795201454467,84.78407756328733,90.13532511977006,85.6226655119244,3.400342726841098,180.61177895686268,176.42071729813102,183.77934656174176,183.00348602855922,9.96535004013416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.560891001959524,5.533449105687834,5.569358918379287,5.56313460087465,7.036987919129719e-05,1318.384107410329,1315.0612885223813,1319.9505795626137,1318.911166736932,1.772860540721713,0.48,0.48,0.48,0.48,0.0,0.9367351939447838,0.9367006524253835,0.9369046966625474,0.9367331376459367,2.290309976627601e-09,82.60609038377754,82.53379472655442,82.76139244579961,82.58623382218926,0.0035990898781368724,240.9192736081512,240.18375497081018,241.2833321735411,240.98593610244555,0.08824196181714865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6.487656680856454,6.445839778325957,6.514013059134084,6.493464021827091,0.0003477341324153227,1414.132581181735,1408.1660327807117,1419.127904466454,1415.8741942317029,11.446485219983964,0.4650230918439555,0.4650230918439555,0.4650230918439555,0.4650230918439555,0.0,0.8990241282247635,0.8988872545900504,0.8991672836309486,0.8990342309791438,8.43106705516738e-09,71.9170904637268,70.91916413461655,73.42266940272107,71.54595757144922,0.9022746872509816,247.99503185044068,246.68635460062882,249.12249728583373,248.44075270062385,0.8133019296986991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.971916434793829,1.6616199112440535,2.5529517670611632,1.7181749225164868,0.15060579350216882,1068.078812623829,1058.508046197729,1082.7137466121906,1067.2349866755849,48.042766834849886,0.3694051124576557,0.35903684175056094,0.4022379696967892,0.35903684175056094,0.00022396049469916641,0.9148114113778703,0.9138809555405785,0.915701219516906,0.9149669053792487,2.8761183434356133e-07,59.948384493510346,57.13742403222007,62.25224286493852,60.73641945094737,3.6069746684149453,148.07908232365415,146.50993494691014,149.9375315610893,147.59061383772234,1.4049507606378968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.8565941794200387,2.8085709946954056,2.9051145046929974,2.858436158871775,0.000593319256445703,1171.0344439160774,1161.4547930892888,1180.5041866830557,1171.1266898010688,24.054478130283,0.48,0.48,0.48,0.48,0.0,0.9347150733504612,0.9344978391713459,0.9352542597076965,0.9346749433473941,3.7313966346402774e-08,63.88274681971799,63.461978566549384,64.31044430905706,63.914668911719055,0.04530717610696069,180.41829540613074,178.50022207680288,182.81005345688175,180.5700251358667,1.0085395424246493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8.175480828345938,8.175390811380502,8.17554516831164,8.175477886373077,1.988342478732234e-09,1704.879797054166,1704.8685567488722,1704.888584659968,1704.879198660904,3.418042763233306e-05,0.48,0.48,0.48,0.48,0.0,0.9376741417286278,0.9376741417286278,0.9376741417286278,0.9376741417286278,0.0,60.64502802915953,60.589141104256655,60.85600182123309,60.616103802387705,0.0061445147251901824,331.99545486079677,331.9914995490332,331.9984405447721,331.9952354148879,4.1228033527424405e-06,41.180981807433234,41.031966199388336,41.30134190987194,41.2621568380762,0.01363272983114875,0.0,0.0,0.0,0.0,0.0
6,1.9210267137180137,1.7970425078328545,2.018361029096076,1.9305333698415206,0.0031352288691203017,818.9927298840115,808.1419905823323,853.9691320081711,813.5505661764031,135.71266635256896,0.3755229253019199,0.37552292530191994,0.37552292530191994,0.37552292530191994,0.0,0.8192909326634704,0.8162319480318823,0.8271002760717201,0.8179602577188261,1.0612033430108851e-05,92.90734967077566,88.08647662007849,94.66634156464801,93.61702864620275,2.585353675715874,146.22344785630625,143.23141056159665,153.94666432271956,145.33634086707576,8.10583332513014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4.085982356383244,4.040165668871789,4.286444100669476,4.043757918206674,0.007877859114352938,1320.0972881256373,1314.470808302615,1338.794629956486,1315.7345349701,86.45833883830574,0.3823030372608826,0.3823030372608826,0.3823030372608826,0.3823030372608826,0.0,0.9376389767747679,0.9376073131794009,0.9376834478845082,0.9376499146818014,5.302033153746442e-10,77.99606405979421,77.85938557748399,78.04759441090381,78.02552631642524,0.004329755989324626,243.53925341997322,242.0070112479643,248.88890213675495,242.25920852295016,7.260820186675578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.021414225740580738,0.0,0.07136161587350484,0.004668535374045878,0.0006105168106305505,305.93383144513535,289.71026372009874,323.12617370351893,307.11154981078374,81.33741240166488,0.20933944045577818,0.2029591046848846,0.2113542833307972,0.2113542833307972,1.3391014654389506e-05,0.6152558954721387,0.5994626799133483,0.6312462292710588,0.6171540216397712,9.057378569729514e-05,97.44583428816851,92.785872514244,101.50929160051486,97.25745666540136,4.941433168891389,60.35759866184936,56.581569653323214,64.37285612680118,60.82040733906746,4.705550396872925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.3385766453069946,0.3266873087417664,0.3559724682295934,0.3382162215142109,8.077991060047415e-05,597.8176040448908,580.2533886273075,624.6506673441357,590.6875911582978,177.12151583623654,0.377810033644519,0.377810033644519,0.377810033644519,0.377810033644519,0.0,0.6490799959975558,0.6250702394403626,0.6681965166260788,0.6461841166400709,0.00015445308922265675,97.9274744389238,92.26151673322009,101.54074024582171,99.27435419119554,8.727904719410917,101.23642640081303,97.66118766612901,106.89395825055469,99.90072699137386,8.553928357684766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
