Season,Yield (tonne/ha)_mean,Yield (tonne/ha)_min,Yield (tonne/ha)_max,Yield (tonne/ha)_median,Yield (tonne/ha)_var,biomass_mean,biomass_min,biomass_max,biomass_median,biomass_var,harvest_index_mean,harvest_index_min,harvest_index_max,harvest_index_median,harvest_index_var,canopy_cover_mean,canopy_cover_min,canopy_cover_max,canopy_cover_median,canopy_cover_var,Es_mean,Es_min,Es_max,Es_median,Es_var,Tr_mean,Tr_min,Tr_max,Tr_median,Tr_var,DeepPerc_mean,DeepPerc_min,DeepPerc_max,DeepPerc_median,DeepPerc_var,CR_mean,CR_min,CR_max,CR_median,CR_var
0,3.0828517418203045,2.666091042780648,3.7812148154824015,3.036377261014119,0.04045821233638273,1212.7609454898125,1167.923061224997,1258.9024941405949,1210.5326449536642,292.09724005186706,0.3887771740376242,0.3887771740376242,0.3887771740376242,0.3887771740376242,0.0,0.9349859639824171,0.9340247135979393,0.9369271705569563,0.9350954259925157,6.257602684872949e-07,71.53710876219317,69.65741525062386,74.17107697538196,71.35204966701014,0.547062383970897,204.88475229685514,193.17876266857974,216.49854226687114,204.13105600608597,18.72206455331502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.916209102011805,5.866980797130673,5.9493750311151,5.919692898162319,0.00035750975131665163,1364.4750506887372,1353.110569614002,1373.2738285632242,1365.0012727454146,29.95479679137756,0.48,0.48,0.48,0.48,0.0,0.9373486150107492,0.9372144256287355,0.9376507840685108,0.9373002298128679,1.4015357005825156e-08,81.90180204975516,81.25923041870126,82.62991906903036,82.03900146693488,0.20706194762848065,254.5515878475871,251.95216968104333,256.1114695682446,254.67930304276646,1.0489603121738762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7.145957302909333,6.916141973349118,7.270771147880197,7.1891435885092445,0.00985328104389576,1510.5619032401917,1466.9736527404705,1531.4200247836138,1515.4332787050198,344.85992994750933,0.4650230918439555,0.4650230918439555,0.4650230918439555,0.4650230918439555,0.0,0.9152998477665227,0.9147670251547532,0.9178089419018431,0.915209278813684,2.437527440495871e-07,66.29194693643856,64.95267865326181,70.45781520525475,65.83763278216225,1.562358091287737,262.86549757791494,252.16359801283247,268.16295768561304,264.2829745824263,22.650296776058177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.9596501973549088,2.0823432152036188,4.224795221731344,3.0307340806088074,0.3580963128879342,1125.0384445136003,1095.2875013523162,1149.575258359841,1124.613706202574,200.6910402170678,0.4426051036497448,0.3849575185182979,0.48,0.46271954882150873,0.0016600971232138286,0.9217566872659635,0.9122571177828775,0.9273465698594691,0.9238935382980064,1.7342587960527797e-05,65.67565582353815,56.4436968319519,73.14466607282729,69.04827857330223,32.93831655555748,160.76146911438974,153.31581662164007,165.17144503259038,161.06305619586664,9.3656881160521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.2656785230367857,2.9557860791909363,4.145190119971435,3.2298806638546798,0.0461304758890586,1220.987424121217,1163.4266722367033,1248.264891796302,1222.73622453165,435.5627145247001,0.48,0.48,0.48,0.48,0.0,0.9363466549114849,0.9351725963591493,0.9375641542369555,0.9362670887497835,3.8238367655840923e-07,64.70232903450852,62.490226692325756,70.56471369687941,63.86855402939819,4.399219273379653,193.70920220871741,180.4003497825145,198.80848732854085,195.1092252883068,21.840890825787973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8.181988523558024,8.157620625133195,8.186045697513302,8.185695227617696,5.833224323940985e-05,1705.594629972206,1702.438038417872,1706.0959063662856,1706.0537837735928,0.9232471456563811,0.48,0.48,0.48,0.48,0.0,0.9376741417286278,0.9376741417286278,0.9376741417286278,0.9376741417286278,0.0,61.962851914030104,61.16522463997832,67.75741549725196,61.3428639960492,2.950649844490949,332.2553459978679,331.1521272331865,332.4334756208825,332.4176992043837,0.1140967881339843,51.36900113173514,47.00497308465456,60.40652426612435,50.71419611309551,6.869771323033291,0.0,0.0,0.0,0.0,0.0
6,2.3290168142957115,1.9611243834157803,2.632090424536,2.3700320569677764,0.028095083008860065,932.6149397797205,860.7865767671574,991.6498013129759,938.1144293786272,1067.1414970393284,0.37552292530191994,0.37552292530191994,0.37552292530191994,0.37552292530191994,0.0,0.8619012490923682,0.8453339659247439,0.8863344795669063,0.8573940949821646,0.0001038868250760975,86.82472203764567,79.29394941340901,97.73642191784086,86.27331643144444,17.89046624218279,165.9827580441547,151.32742539290484,178.02026413933558,167.35443781145827,55.063272356922205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4.507675418739684,4.3339061225103,4.783767978836226,4.476181788522934,0.010025120016308783,1367.2354434718095,1348.8873801121995,1391.9558833794786,1362.6459585539533,146.13563440075802,0.3823030372608826,0.3823030372608826,0.3823030372608826,0.3823030372608826,0.0,0.9376809496051204,0.937629531421398,0.9377444546164814,0.937671823665432,1.6567895962168129e-09,78.88299795165867,77.84644564388417,82.93820034813778,78.34087126131115,1.857559179530707,257.3845093769117,253.7086325498675,264.0241199416487,255.7191376069434,11.36223239458105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.40215762049099973,0.1913060758367654,0.883547149472754,0.3407924040148568,0.02146191830482401,446.5438098889761,383.5778642361821,527.6074273550964,451.6059611513415,1129.7434319199251,0.3708626776031363,0.3708626776031363,0.3708626776031363,0.3708626776031363,0.0,0.697845355118099,0.6500230963613105,0.7760629950411841,0.7059620281256704,0.0010915285082810297,87.45910307079859,78.0493411658789,94.6874625764382,87.59121148693093,10.093295151962614,81.32394972149291,68.98069973051754,94.4127636564309,81.60964779233744,31.688385149642524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.440715154232777,0.3380954178657498,0.7460120042045676,0.4213673857421144,0.006431553534051891,763.6390140550324,724.6930955466833,818.3444518110118,762.5818776856481,373.75695251378653,0.377810033644519,0.377810033644519,0.377810033644519,0.377810033644519,0.0,0.7939297703378039,0.7427545318920821,0.8429411654939595,0.7973694227298928,0.000548201499120569,83.63552982186965,74.8002508342808,90.94485982168771,83.64380113316312,13.243864809046892,130.25596200079767,123.1719117342761,139.46732714492217,130.2320210469157,13.05394017201261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
