,Season,crop Type,Harvest Date (YYYY/MM/DD),Harvest Date (Step),Yield (tonne/ha),Seasonal irrigation (mm),Es,Tr,DeepPerc,CR,biomass,harvest_index,biomass_ns,canopy_cover,run
5,5,WheatGDD,1985-05-28,2112,8.1859565814408,30.0,61.23870033202799,332.42944422315367,50.687874659109255,0.0,1706.0851810199242,0.48,1707.6245850304258,0.9376741417286278,58
6,6,WheatGDD,1986-05-21,2470,2.551576596363686,30.0,81.19984652125106,176.34297362209898,0.0,0.0,976.9420794658114,0.37552292530191994,1604.1793369318582,0.8644040168599233,58
7,7,WheatGDD,1987-06-02,2847,4.471633717805073,30.0,78.11022633931134,255.9251415281739,0.0,0.0,1363.468124790577,0.3823030372608826,1675.5050232435153,0.9376620410871316,58
8,8,WheatGDD,1988-05-14,3194,0.27724542256078705,30.0,86.57984925049831,86.45924350685611,0.0,0.0,467.8472475417801,0.3708626776031363,1593.686738532682,0.7178030308452492,58
9,9,WheatGDD,1989-05-25,3570,0.47015089327818715,30.0,82.04646644391372,131.92931759918372,0.0,0.0,772.153643448923,0.377810033644519,1631.9055947091701,0.8113711018963119,58
10,10,WheatGDD,1990-05-16,3926,6.579647056665409,30.0,60.22741174131973,232.47566680606417,0.0,0.0,1480.7669221230929,0.48,1747.7257084036428,0.9373394949820083,58
11,11,WheatGDD,1991-06-02,4308,8.084938253364948,30.0,63.23641799109212,302.38246001419316,96.32959747619077,0.0,1724.3650880890043,0.48,1804.8230229894668,0.937807158361598,58
12,12,WheatGDD,1992-05-31,4672,6.608224945928373,30.0,61.52668666293182,261.94003409048173,0.0,0.0,1526.0452475469137,0.48,1788.6442856716756,0.9375677585512745,58
13,13,WheatGDD,1993-05-30,5036,5.699906696188709,30.0,54.890609605101176,273.38624059321086,0.0,0.0,1443.7413311864389,0.42038918629263605,1719.0541243661767,0.937664219655994,58
14,14,WheatGDD,1994-05-18,5389,0.02669315309153901,30.0,90.77655893371049,89.14410704525163,0.0,0.0,611.4236859311708,0.37416162369928946,1663.0028565031303,0.8309201511369407,58
15,15,WheatGDD,1995-05-18,5754,3.300765215907431,30.0,60.81896216091107,188.24592393946565,0.0,0.0,1066.312429286001,0.3835596233556184,1643.5729113754392,0.9283792068061576,58
16,16,WheatGDD,1996-05-17,6119,8.069700439409822,30.0,73.21002601755241,263.91928910090587,24.030545865934595,0.0,1646.7910192108066,0.48,1786.7503579094723,0.9284372221217134,58
17,17,WheatGDD,1997-05-15,6482,1.9362851962696825,30.0,71.83281401461258,143.985423596015,0.0,0.0,972.7839583258649,0.44743434575362756,1753.8411199166546,0.9092976289649254,58
18,18,WheatGDD,1998-05-16,6848,4.481820304483125,30.0,80.40456719160306,185.5621443895633,0.0,0.0,1159.4300565258534,0.44687212582471475,1750.9258327158416,0.8934461281388079,58
19,19,WheatGDD,1999-05-20,7217,4.766240474359895,30.0,60.508776494644174,211.411466840726,0.0,0.0,1295.0037493225589,0.43679887205377177,1715.9871319760782,0.9287232824152494,58
20,20,WheatGDD,2000-05-16,7579,0.0,30.0,145.1404037431213,32.11836697521007,0.0,0.0,300.9547371827582,0.037257069346103545,1695.5270041499778,0.4752446937730951,58
21,21,WheatGDD,2001-05-11,7939,1.3920769059375986,30.0,79.62556770614869,182.01273749562688,0.0,0.0,1063.463133047372,0.37436627178139603,1649.7113604119263,0.9168663355556533,58
22,22,WheatGDD,2002-05-15,8308,0.02719289346927564,30.0,146.87425853443645,15.807467324767291,0.0,0.0,136.10827371617654,0.03167035810668932,1660.6801676977243,0.1929785986654988,58
0,0,WheatGDD,1980-05-30,288,3.4727602924514342,30.0,70.14688226615597,215.85758834968794,0.0,0.0,1255.7056971459767,0.3887771740376242,1668.578017798389,0.9369271705569563,59
1,1,WheatGDD,1981-05-30,653,5.914173900781522,30.0,81.42823167479447,254.80361532499796,0.0,0.0,1366.9702860155762,0.48,1628.8473041708396,0.9374426325911003,59
2,2,WheatGDD,1982-05-24,1012,7.027487641326053,30.0,65.5435126253666,258.0803911888312,0.0,0.0,1494.7796154999614,0.4650230918439555,1720.005362299672,0.9147670251547817,59
3,3,WheatGDD,1983-05-18,1371,3.0396926105192326,30.0,57.32028804193645,164.14819929834988,0.0,0.0,1144.0979633152865,0.3849575185182979,1655.7917975568835,0.9244771783619908,59
4,4,WheatGDD,1984-05-31,1750,3.237811375873892,30.0,64.93204786827685,198.70743152520404,0.0,0.0,1245.4281766728293,0.48,1713.2730028116164,0.9364810936346927,59
5,5,WheatGDD,1985-05-28,2112,8.185816202551523,30.0,61.34211570064464,332.42328306650256,50.72450135089047,0.0,1706.0686424553417,0.48,1707.6245850304258,0.9376741417286278,59
6,6,WheatGDD,1986-05-21,2470,2.5679461684409133,30.0,82.62344582087142,170.80811342771673,0.0,0.0,964.9273294659469,0.37552292530191994,1604.1793369318582,0.875391190005048,59
7,7,WheatGDD,1987-06-02,2847,4.779185607543437,30.0,77.99587474251965,262.8337858275797,0.0,0.0,1386.729527324257,0.3823030372608826,1675.5410165434835,0.9377279061093319,59
8,8,WheatGDD,1988-05-14,3194,0.5715175729367379,30.0,88.59213432118234,82.84088729802143,0.0,0.0,467.90346445572175,0.3708626776031363,1593.686738532682,0.6928308910750125,59
9,9,WheatGDD,1989-05-25,3570,0.34217228301396957,30.0,80.72659931597346,133.63030241357703,0.0,0.0,792.483499623136,0.377810033644519,1631.9055947091701,0.8166184565779117,59
10,10,WheatGDD,1990-05-16,3926,6.361611868331738,30.0,60.05329607308737,223.55438665049783,0.0,0.0,1446.954122594147,0.48,1747.1354984906122,0.9364583606904602,59
11,11,WheatGDD,1991-06-02,4308,8.085813867131202,30.0,63.1995618458042,302.43164137982177,96.33675002576183,0.0,1724.587069664599,0.48,1804.8230229894668,0.937807158361598,59
12,12,WheatGDD,1992-05-31,4672,6.617046547474072,30.0,61.319282173044066,263.42927774700746,0.0,0.0,1531.193656367653,0.48,1788.9450107750931,0.9375968634003906,59
13,13,WheatGDD,1993-05-30,5036,5.698044761112216,30.0,59.460508363357526,273.4056275774936,0.0,0.0,1443.8069279942836,0.42038918629263605,1719.057909320719,0.9376957531407163,59
14,14,WheatGDD,1994-05-18,5389,0.5872295553545017,30.0,84.4366973664982,95.92512184174579,0.0,0.0,652.5492359810293,0.37416162369928946,1663.0028565031303,0.8385763999355569,59
15,15,WheatGDD,1995-05-15,5751,2.956785464653627,30.0,68.43531117245028,180.5396260655414,0.0,0.0,1039.2771655514073,0.3514128311408245,1619.6844287264262,0.9243945675282215,59
16,16,WheatGDD,1996-05-17,6119,8.32814404675031,30.0,72.35467533043165,273.31741563451817,16.801243257651596,0.0,1689.3267023409248,0.48,1787.6973995858998,0.9284506486541766,59
17,17,WheatGDD,1997-05-15,6482,3.017153103093281,30.0,70.44961693793746,152.5850760722781,0.0,0.0,1009.7938255493139,0.44743434575362756,1753.8411199166546,0.9132233316054544,59
18,18,WheatGDD,1998-05-16,6848,4.605985696291617,30.0,75.72466998660755,190.1134789469177,0.0,0.0,1185.4356735945348,0.44687212582471475,1751.9584893493904,0.8963590351824895,59
19,19,WheatGDD,1999-05-20,7217,4.77904082988706,30.0,60.481704182617186,210.45100445550892,0.0,0.0,1290.042267597554,0.43679887205377177,1715.944556296103,0.9287232824152494,59
20,20,WheatGDD,2000-05-16,7579,0.2852332508166577,30.0,123.01327689495292,63.6357196747645,0.0,0.0,447.2246027263265,0.4164070353588129,1695.5270041499778,0.5877106525595616,59
21,21,WheatGDD,2001-05-11,7939,2.588411944260993,30.0,78.1035280769214,182.9887295024447,0.0,0.0,1061.0275818124715,0.37436627178139603,1649.6737564763553,0.9160179375971185,59
22,22,WheatGDD,2002-05-15,8308,0.0,30.0,147.6545506002942,14.877794100059347,0.0,0.0,130.08845391968296,0.020102728266669593,1660.6801676977243,0.18442053975715825,59
0,0,WheatGDD,1980-05-30,288,2.9242010962903553,30.0,71.72509266352176,203.68372982851878,0.0,0.0,1205.2932891307378,0.3887771740376242,1665.247584285576,0.9341703962469604,60
1,1,WheatGDD,1981-05-30,653,5.883687595061367,30.0,82.2475025814116,254.5599554021394,0.0,0.0,1365.2953354482233,0.48,1628.485265929892,0.9373630118155576,60
2,2,WheatGDD,1982-05-24,1012,7.213650046138817,30.0,65.78564309173461,265.6513147275151,0.0,0.0,1519.2642980501694,0.4650230918439555,1720.027201972052,0.9151861877511935,60
3,3,WheatGDD,1983-05-29,1382,2.997124120731313,30.0,70.16305525641488,158.72767900958584,0.0,0.0,1111.9052236115062,0.48,1689.9858125744831,0.9132672231256231,60
4,4,WheatGDD,1984-05-31,1750,3.34345278101106,30.0,66.40216118358877,195.5604968917736,0.0,0.0,1226.1788681544383,0.48,1713.3863900654628,0.9368275058398747,60
5,5,WheatGDD,1985-05-28,2112,8.185724154055777,30.0,61.38823655887656,332.41901893504723,50.7685916522512,0.0,1706.0572978426324,0.48,1707.6245850304258,0.9376741417286278,60
6,6,WheatGDD,1986-05-21,2470,2.070924386724525,30.0,90.50774980905,151.99216901138516,0.0,0.0,880.0881746328384,0.37552292530191994,1604.1793369318582,0.8513209207522718,60
7,7,WheatGDD,1987-06-02,2847,4.680137753893181,30.0,77.98849877746142,263.5382145198585,0.0,0.0,1388.8925020806578,0.3823030372608826,1675.6672590871651,0.9377222375163253,60
8,8,WheatGDD,1988-05-14,3194,0.3188099960669423,30.0,90.39071948370302,72.48245599570298,0.0,0.0,394.8759293314268,0.3708626776031363,1593.686738532682,0.6551484400228406,60
9,9,WheatGDD,1989-05-25,3570,0.4899938692844771,30.0,83.90884600905245,129.36651161405626,0.0,0.0,747.159303912279,0.377810033644519,1631.9055947091701,0.7588386001968769,60
10,10,WheatGDD,1990-05-16,3926,6.471429462481363,30.0,65.01559998014471,228.72439779712087,0.0,0.0,1467.702302882164,0.48,1747.5328497673918,0.9369847147453433,60
11,11,WheatGDD,1991-06-02,4308,8.239467658118533,30.0,63.177090170398834,308.97578504143337,86.32582175228013,0.0,1746.6508403655273,0.48,1804.8239052417773,0.9378088923333083,60
12,12,WheatGDD,1992-05-31,4672,6.679349026845307,30.0,60.975417190423165,262.34033413586934,0.0,0.0,1530.9388685793217,0.48,1787.71874376941,0.9375895767948235,60
13,13,WheatGDD,1993-05-30,5036,5.6753845740361575,30.0,54.809581925584865,273.8449471010466,0.0,0.0,1441.8243631547268,0.42038918629263605,1718.91974399101,0.9375808080564116,60
14,14,WheatGDD,1994-05-18,5389,0.0,30.0,99.29492784605075,79.89752145153977,0.0,0.0,560.8255887290356,0.37416162369928946,1663.0028565031303,0.7810475605224065,60
15,15,WheatGDD,1995-05-18,5754,2.969251878853346,30.0,67.94661784967877,181.72803476026314,0.0,0.0,1043.1181787557189,0.3835596233556184,1642.8674536289545,0.9233891440888548,60
16,16,WheatGDD,1996-05-17,6119,7.871312867754166,30.0,73.58222367477877,256.6301833704196,31.93323569872065,0.0,1616.483752199099,0.48,1786.7175264496718,0.9284372221217134,60
17,17,WheatGDD,1997-05-15,6482,1.8380323437733095,30.0,76.12622369738753,146.31571666554004,0.0,0.0,980.298466690835,0.44743434575362756,1753.8411199166546,0.910026878345972,60
18,18,WheatGDD,1998-05-16,6848,4.246873611186035,30.0,84.06411233698105,178.38844892321129,0.0,0.0,1108.4856126591212,0.44687212582471475,1750.9258327158416,0.8770563124985017,60
19,19,WheatGDD,1999-05-20,7217,4.973721058795239,30.0,60.60622794096817,221.24148820615187,0.0,0.0,1330.7133339810675,0.43679887205377177,1716.668221743358,0.9338051547726044,60
20,20,WheatGDD,2000-05-16,7579,0.08909392421107874,30.0,148.20299315442767,36.48849154237132,0.0,0.0,287.6531920042715,0.4164070353588129,1695.5270041499778,0.4099829704511653,60
21,21,WheatGDD,2001-05-11,7939,1.3818059429488756,30.0,82.5094958732081,179.04774747461812,0.0,0.0,1044.738645135599,0.37436627178139603,1649.538121045277,0.9165434988156532,60
22,22,WheatGDD,2002-05-15,8308,0.08715214075469035,30.0,148.2852561034483,12.869137251482687,0.0,0.0,105.54520708208055,0.3244759393935783,1660.6801676977243,0.14232389940510093,60
0,0,WheatGDD,1980-05-30,288,2.941877887250986,30.0,70.81501574627782,204.4583454194895,0.0,0.0,1212.325409636866,0.3887771740376242,1666.9128116003576,0.9359905547859373,61
1,1,WheatGDD,1981-05-30,653,5.935590581398901,30.0,81.39409708316738,255.56965084057842,0.0,0.0,1369.4960119841808,0.48,1628.8975299650099,0.9375248492435473,61
2,2,WheatGDD,1982-05-24,1012,7.229920698155592,30.0,65.105573441534,267.8806023993506,0.0,0.0,1529.8564016982489,0.4650230918439555,1720.2102284742812,0.915209278813684,61
3,3,WheatGDD,1983-05-18,1371,3.1333235570582936,30.0,56.536055873343315,165.0556577045049,0.0,0.0,1148.1904934053423,0.3849575185182979,1655.0907644023305,0.9236525138883971,61
4,4,WheatGDD,1984-05-31,1750,3.0627767569627125,30.0,62.85611048388772,193.58335786002442,0.0,0.0,1224.2720704292271,0.48,1713.4354559924047,0.936872264169735,61
5,5,WheatGDD,1985-05-28,2112,8.185874401812791,30.0,61.323739586095925,332.4257879166585,47.00497308741621,0.0,1706.0754002576814,0.48,1707.6245850304258,0.9376741417286278,61
6,6,WheatGDD,1986-05-21,2470,2.3351648778908225,30.0,87.12883290951115,166.08985543628154,0.0,0.0,937.0040196650666,0.37552292530191994,1604.1793369318582,0.8635458274237502,61
7,7,WheatGDD,1987-06-02,2847,4.482090989245549,30.0,78.11932670622791,255.89580609405127,0.0,0.0,1363.012180721322,0.3823030372608826,1675.5431499742438,0.9377309656037794,61
8,8,WheatGDD,1988-05-14,3194,0.4759524130286124,30.0,89.30347867723816,77.18083269318653,0.0,0.0,423.64650086828306,0.3708626776031363,1593.686738532682,0.6880919144948437,61
9,9,WheatGDD,1989-05-25,3570,0.3544010053697222,30.0,80.52836908308903,133.63276043070934,0.0,0.0,780.6986045653846,0.377810033644519,1631.9055947091701,0.7915094278993603,61
10,10,WheatGDD,1990-05-16,3926,6.629156309871601,30.0,59.37884448960895,233.74737887848931,0.0,0.0,1494.5211309586568,0.48,1748.4589972129932,0.9373616236465707,61
11,11,WheatGDD,1991-06-02,4308,8.127885018233298,30.0,63.1088644193109,304.2183159104716,93.63957753278457,0.0,1730.3760613904474,0.48,1804.8235049315565,0.9378081032829664,61
12,12,WheatGDD,1992-05-31,4672,6.601412854353037,30.0,60.701517607546016,261.80001085988187,0.0,0.0,1525.6221566929567,0.48,1788.6620744388188,0.9376126193121979,61
13,13,WheatGDD,1993-05-30,5036,5.697263006504305,30.0,54.683744863467325,273.3681718728297,0.0,0.0,1443.6402282527345,0.42038918629263605,1718.9423622106249,0.937624761955587,61
14,14,WheatGDD,1994-05-18,5389,0.4713282438956501,30.0,87.72076055252144,92.68250218113792,0.0,0.0,612.6932324673694,0.37416162369928946,1663.0028565031303,0.8160854302128441,61
15,15,WheatGDD,1995-05-15,5751,3.045494300634848,30.0,63.146067965697206,185.8514019589513,0.0,0.0,1060.1146341771382,0.3514128311408245,1620.225440732825,0.9286513603540691,61
16,16,WheatGDD,1996-05-17,6119,8.157791151436776,30.0,72.499932887702,266.96198550981046,22.96977306495765,0.0,1661.6471490905253,0.48,1787.6338744035895,0.9284372221217134,61
17,17,WheatGDD,1997-05-15,6482,2.299719423314195,30.0,70.00712461837709,151.27990302731754,0.0,0.0,1009.2977935318471,0.44743434575362756,1753.8411199166546,0.915118919958057,61
18,18,WheatGDD,1998-05-16,6848,4.516768006992698,30.0,78.21069452332021,184.82525863975857,0.0,0.0,1146.7509113946685,0.44687212582471475,1750.9258327158416,0.8845572876131125,61
19,19,WheatGDD,1999-05-20,7217,5.001726891764057,30.0,59.45783487549771,222.21686088038405,0.0,0.0,1339.186657088102,0.43679887205377177,1716.6624957974363,0.9338365807312228,61
20,20,WheatGDD,2000-05-16,7579,0.37994998446062533,30.0,131.04180868405055,55.873710601668904,0.0,0.0,390.4069546314081,0.4164070353588129,1695.5270041499778,0.44286443143996773,61
21,21,WheatGDD,2001-05-11,7939,2.8050108976448462,30.0,77.64713876288359,184.09916994179594,0.0,0.0,1071.029504607102,0.37436627178139603,1649.6394960972336,0.91743077582629,61
22,22,WheatGDD,2002-05-15,8308,0.2844725062959519,30.0,145.80968111866747,17.811441645594535,0.0,0.0,129.05350131867283,0.37631729292905225,1660.6801676977243,0.14232389940510093,61
0,0,WheatGDD,1980-05-30,288,3.0321904851465553,30.0,71.19551194476004,204.35072871398515,0.0,0.0,1216.9800308857325,0.3887771740376242,1666.7866846964694,0.9351421243736561,62
1,1,WheatGDD,1981-05-30,653,5.936039724523053,30.0,81.46259813778347,255.1166858931615,0.0,0.0,1369.694016012397,0.48,1628.7399207300775,0.9372816986070276,62
2,2,WheatGDD,1982-05-24,1012,7.200946474000749,30.0,67.2895759430086,263.93098803486305,0.0,0.0,1521.6096513442835,0.4650230918439555,1719.9921044167597,0.9155835091814667,62
3,3,WheatGDD,1983-05-25,1378,2.323990507414907,30.0,69.80299441123096,160.83493932550152,0.0,0.0,1124.9584485344756,0.4540793232322631,1686.7621711717582,0.9239111342626648,62
4,4,WheatGDD,1984-05-31,1750,3.2615456593144687,30.0,63.2062845599094,196.35245615366344,0.0,0.0,1234.7957366466214,0.48,1712.7233082216003,0.9361547321888379,62
5,5,WheatGDD,1985-05-28,2112,8.18593095729165,30.0,61.262060004599,332.42833130939965,50.68759763885904,0.0,1706.0821204258664,0.48,1707.6245850304258,0.9376741417286278,62
6,6,WheatGDD,1986-05-21,2470,2.4405204675191023,30.0,81.61571733612207,175.69597183076067,0.0,0.0,976.5949784261875,0.37552292530191994,1604.1793369318582,0.8661911526242596,62
7,7,WheatGDD,1987-06-02,2847,4.484706637922932,30.0,78.13012268966928,255.81173285925485,0.0,0.0,1362.692328554883,0.3823030372608826,1675.4964002044467,0.9376443991955711,62
8,8,WheatGDD,1988-05-14,3194,0.24497866892866377,30.0,90.62481046773826,82.52566388090275,0.0,0.0,457.8614640818171,0.3708626776031363,1593.686738532682,0.720575239970047,62
9,9,WheatGDD,1989-05-25,3570,0.4310704622360877,30.0,81.65936411583543,132.04354338449338,0.0,0.0,775.3167643331898,0.377810033644519,1631.9055947091701,0.8075593955157147,62
10,10,WheatGDD,1990-05-16,3926,6.591745326768374,30.0,60.262446939682135,232.40070906531324,0.0,0.0,1482.3752447861102,0.48,1747.721516021659,0.9373381009895915,62
11,11,WheatGDD,1991-06-02,4308,8.08559187177303,30.0,63.238093293757075,302.4225296898697,96.32604274182668,0.0,1724.5493646216892,0.48,1804.8230229894668,0.937807158361598,62
12,12,WheatGDD,1992-05-31,4672,6.5968932990891656,30.0,61.35650072852617,261.7028040648245,0.0,0.0,1524.6508026013412,0.48,1788.735842111693,0.9375677585512745,62
13,13,WheatGDD,1993-05-30,5036,5.705117982517399,30.0,54.8258826357134,273.53441113804405,0.0,0.0,1444.3592700000625,0.42038918629263605,1719.0541243661767,0.937664219655994,62
14,14,WheatGDD,1994-05-18,5389,0.020993958866530504,30.0,91.27908932008378,88.05820442410435,0.0,0.0,608.3663377647292,0.37416162369928946,1663.0028565031303,0.8328669065003409,62
15,15,WheatGDD,1995-05-18,5754,3.309534750253213,30.0,59.43655902969681,189.83486539516318,0.0,0.0,1075.9166593354014,0.3835596233556184,1643.62765646439,0.9287771275200251,62
16,16,WheatGDD,1996-05-17,6119,8.032639659832707,30.0,73.26667688557703,263.34319885620647,24.532391005456837,0.0,1642.4227352355667,0.48,1786.7170702177107,0.9284372221217134,62
17,17,WheatGDD,1997-05-15,6482,2.066026069210457,30.0,74.35736693105166,143.33960023140426,0.0,0.0,962.015525846829,0.44743434575362756,1753.8411199166546,0.9098938595315629,62
18,18,WheatGDD,1998-05-16,6848,4.54285752017131,30.0,82.5371886222516,182.8323146780006,0.0,0.0,1143.607596415413,0.44687212582471475,1750.9460933699154,0.8940197729712055,62
19,19,WheatGDD,1999-05-20,7217,4.748251587793249,30.0,60.69871229130612,211.0532285419746,0.0,0.0,1287.2760232131711,0.43679887205377177,1715.9616952059419,0.9287232824152494,62
20,20,WheatGDD,2000-05-16,7579,0.0,30.0,152.02582551139844,32.34678415917156,0.0,0.0,303.9538626042156,0.037257069346103545,1695.5270041499778,0.4902993399790768,62
21,21,WheatGDD,2001-05-11,7939,1.3674473315164652,30.0,80.21299137984428,181.3190250880344,0.0,0.0,1056.077368719634,0.37436627178139603,1649.7054072575036,0.9166976127016574,62
22,22,WheatGDD,2002-05-15,8308,0.0,30.0,147.18542580414683,15.125006151885287,0.0,0.0,131.78974872494436,0.025268523278873477,1660.6801676977243,0.18515358965621426,62
0,0,WheatGDD,1980-05-30,288,3.0356475532507927,30.0,71.17813732384003,203.98481115517646,0.0,0.0,1216.025491327082,0.3887771740376242,1665.1900060482885,0.9340247135979393,63
1,1,WheatGDD,1981-05-30,653,5.92963387953284,30.0,81.62140436417546,255.5550193289533,0.0,0.0,1369.7601779648073,0.48,1628.8333211134836,0.9373631160977011,63
2,2,WheatGDD,1982-05-24,1012,7.233756606559749,30.0,65.12110312002429,267.7379045501835,0.0,0.0,1528.992680959722,0.4650230918439555,1720.2057778184362,0.9150847933894053,63
3,3,WheatGDD,1983-05-20,1373,2.12616309376762,30.0,62.30604477618973,161.76617380027844,0.0,0.0,1127.1200052777049,0.4022379696967892,1667.1803900011892,0.917104183793277,63
4,4,WheatGDD,1984-05-31,1750,3.2134994431026707,30.0,62.77969869718194,198.51886611150852,0.0,0.0,1246.5128325083638,0.48,1713.4866707652718,0.9368094182407234,63
5,5,WheatGDD,1985-05-28,2112,8.185983639764284,30.0,61.20135502184763,332.4306403928783,50.79334058138827,0.0,1706.088349925679,0.48,1707.6245850304258,0.9376741417286278,63
6,6,WheatGDD,1986-05-21,2470,2.4948233136348374,30.0,86.00900019538803,169.96743690947685,0.0,0.0,937.6822541487103,0.37552292530191994,1604.1793369318582,0.8455584329278857,63
7,7,WheatGDD,1987-06-02,2847,4.617908505345108,30.0,77.8534221643638,264.0226936347233,0.0,0.0,1391.954307838969,0.3823030372608826,1675.5871953412066,0.9377409961977352,63
8,8,WheatGDD,1988-05-14,3194,0.6198624447396669,30.0,84.18037422445154,82.14983071231829,0.0,0.0,433.2846712051291,0.3708626776031363,1593.686738532682,0.6650403708614546,63
9,9,WheatGDD,1989-05-25,3570,0.5063153099921683,30.0,85.68976177429795,128.40706335955215,0.0,0.0,745.6234172920151,0.377810033644519,1631.9055947091701,0.7601690187313079,63
10,10,WheatGDD,1990-05-16,3926,6.583171776245889,30.0,59.77790082333942,233.09234581847286,0.0,0.0,1481.9852487078258,0.48,1747.342286021119,0.9366583612401724,63
11,11,WheatGDD,1991-06-02,4308,8.236005052090293,30.0,63.141655959064416,308.7322838414203,86.32582175228013,0.0,1745.3734383806311,0.48,1804.8239052417773,0.9378088923333083,63
12,12,WheatGDD,1992-05-31,4672,6.629690325158469,30.0,60.72108918940228,263.0401501501783,0.0,0.0,1529.8001164146085,0.48,1788.8617476438694,0.9375938669102214,63
13,13,WheatGDD,1993-05-30,5036,5.697831913231289,30.0,54.67951336402823,273.37065463123537,0.0,0.0,1443.649910416027,0.42038918629263605,1718.9321304731934,0.9376054810170091,63
14,14,WheatGDD,1994-05-18,5389,0.029687024051260832,30.0,90.42331183187265,90.31635252064623,0.0,0.0,600.9991152254137,0.37416162369928946,1663.0028565031303,0.7743982399431766,63
15,15,WheatGDD,1995-05-18,5754,3.3080100531579886,30.0,61.20015883260505,187.8417217346208,0.0,0.0,1067.3358183138148,0.3835596233556184,1642.8674536289545,0.9248051458989582,63
16,16,WheatGDD,1996-05-17,6119,8.131378946646517,30.0,73.11269420630227,265.44880129717353,23.891702699923176,0.0,1658.2375119784153,0.48,1786.8128518236497,0.9284372221217134,63
17,17,WheatGDD,1997-05-15,6482,2.7246162543980206,30.0,69.33887764306904,151.95733119483774,0.0,0.0,1008.83601179538,0.44743434575362756,1753.8411199166546,0.9073958174450707,63
18,18,WheatGDD,1998-05-16,6848,4.071086080973966,30.0,80.3193734569595,186.419612438461,0.0,0.0,1135.9005329137196,0.44687212582471475,1750.9258327158416,0.8756111516336028,63
19,19,WheatGDD,1999-05-20,7217,4.9951270638777405,30.0,59.451587427859444,222.56079570990488,0.0,0.0,1338.7149833332767,0.43679887205377177,1716.9065403426641,0.9336673145332098,63
20,20,WheatGDD,2000-05-16,7579,0.12610369561320767,30.0,140.30155091906155,44.60099802109999,0.0,0.0,319.4013895570226,0.4164070353588129,1695.5270041499778,0.4099829704511653,63
21,21,WheatGDD,2001-05-11,7939,1.4801724149112372,30.0,77.84404348656145,183.83273928726555,0.0,0.0,1065.0148431681303,0.37436627178139603,1649.354497112421,0.9121776284181341,63
22,22,WheatGDD,2002-05-15,8308,0.20609454193543125,30.0,144.69887015250103,17.26179933704953,0.0,0.0,124.04496689007156,0.34175639057206963,1660.6801676977243,0.14232389940510093,63
0,0,WheatGDD,1980-05-30,288,2.985917277367112,30.0,73.37127708903087,204.25762781625508,0.0,0.0,1217.6186962236354,0.3887771740376242,1666.7175990727087,0.9350989748305438,64
1,1,WheatGDD,1981-05-30,653,5.920433516969939,30.0,81.57053138266757,254.43578236097386,0.0,0.0,1365.1174034765718,0.48,1628.6454466611465,0.9372237774399284,64
2,2,WheatGDD,1982-05-24,1012,7.029177595118961,30.0,65.54763990879653,257.85329200604514,0.0,0.0,1493.6574083796204,0.4650230918439555,1720.0034830424527,0.9147670251547817,64
3,3,WheatGDD,1983-05-19,1372,2.1016468310705174,30.0,63.55325756361802,160.6759598186637,0.0,0.0,1124.7650443621185,0.4022379696967892,1661.9529303595705,0.9222599277880268,64
4,4,WheatGDD,1984-05-31,1750,3.3192910008569143,30.0,62.76137102776867,198.66596743128068,0.0,0.0,1248.264891796302,0.48,1713.012401333729,0.9362670887497835,64
5,5,WheatGDD,1985-05-28,2112,8.18593095729165,30.0,61.232670724651356,332.42833130939965,50.696564869034866,0.0,1706.0821204258664,0.48,1707.6245850304258,0.9376741417286278,64
6,6,WheatGDD,1986-05-21,2470,2.5499148592596272,30.0,79.86041339211098,176.4064834836113,0.0,0.0,987.054821787263,0.37552292530191994,1604.1793369318582,0.8761130278353978,64
7,7,WheatGDD,1987-06-02,2847,4.442801506590378,30.0,82.30609415488419,254.94715837975707,0.0,0.0,1359.9760329875737,0.3823030372608826,1675.5197139212894,0.9376920237613869,64
8,8,WheatGDD,1988-05-14,3194,0.35334649477917385,30.0,85.67453402038696,85.99673483824407,0.0,0.0,469.0079191706453,0.3708626776031363,1593.686738532682,0.7059620281256704,64
9,9,WheatGDD,1989-05-25,3570,0.41779896662911714,30.0,86.30542748073256,127.79975986072304,0.0,0.0,754.3289640768561,0.377810033644519,1631.9055947091701,0.8011556881036828,64
10,10,WheatGDD,1990-05-16,3926,6.352490261035761,30.0,60.437384289323994,223.6755765505503,0.0,0.0,1437.2041806671675,0.48,1746.9180082202092,0.9366251981470293,64
11,11,WheatGDD,1991-06-02,4308,8.086201013968761,30.0,63.13616167218633,302.43360961614155,94.97384778685961,0.0,1724.561771362841,0.48,1804.8230229894668,0.937807158361598,64
12,12,WheatGDD,1992-05-31,4672,6.615872237247648,30.0,60.798797963590765,263.33635292339306,0.0,0.0,1530.8661977334662,0.48,1788.894324641166,0.9375872942945803,64
13,13,WheatGDD,1993-05-30,5036,5.698023908936644,30.0,56.31774570276171,273.388952644879,0.0,0.0,1443.7520496279174,0.42038918629263605,1719.0701394831408,0.9376961329257649,64
14,14,WheatGDD,1994-05-18,5389,0.10582378694353503,30.0,90.38967066702229,90.04386526616501,0.0,0.0,615.8862977828013,0.37416162369928946,1663.0028565031303,0.8228892229073124,64
15,15,WheatGDD,1995-05-18,5754,3.1791869647644293,30.0,67.00408181536245,182.20471207039563,0.0,0.0,1040.7536782776485,0.3835596233556184,1642.9982272752281,0.9245173652697305,64
