Season,Yield (tonne/ha)_mean,Yield (tonne/ha)_min,Yield (tonne/ha)_max,Yield (tonne/ha)_median,Yield (tonne/ha)_var,biomass_mean,biomass_min,biomass_max,biomass_median,biomass_var,harvest_index_mean,harvest_index_min,harvest_index_max,harvest_index_median,harvest_index_var,canopy_cover_mean,canopy_cover_min,canopy_cover_max,canopy_cover_median,canopy_cover_var,Es_mean,Es_min,Es_max,Es_median,Es_var,Tr_mean,Tr_min,Tr_max,Tr_median,Tr_var,DeepPerc_mean,DeepPerc_min,DeepPerc_max,DeepPerc_median,DeepPerc_var,CR_mean,CR_min,CR_max,CR_median,CR_var
0,4.69134055284094,4.6538598459633755,4.706450005782376,4.692345397240553,0.00016107080095209675,1417.0667467894568,1413.1296099384128,1419.0118516497485,1418.5825885560778,4.48286487760466,0.3887771740376242,0.3887771740376242,0.3887771740376242,0.3887771740376242,0.0,0.9375546378658275,0.9374281508780029,0.9378064740421329,0.9375086050997962,1.4450298343019421e-08,70.53247032476912,69.97489558547414,72.48773914634177,70.0721646532055,0.8903386868489465,257.2704396640734,256.1476245129766,257.8743841748286,257.63028759438345,0.34748582898326186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.33733000994472,6.331314469937164,6.3442044917887985,6.337266359317592,1.2342136499930794e-05,1431.4208228230145,1430.803557061966,1431.8515368419512,1431.4034633164365,0.04014358569998178,0.48,0.48,0.48,0.48,0.0,0.9374083305756077,0.9373943783908476,0.9376279710927302,0.9373943783908476,2.2551482985595285e-09,80.71015303851983,80.64965365458795,80.77249334276121,80.71707062877547,0.0010352816980139748,272.73911435153104,272.4986798921129,272.81375489782704,272.7675604476851,0.006539396268848928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7.688082781652765,7.646424680674449,7.868586535455061,7.6776231027886395,0.003730583802602142,1679.4278117412787,1669.9285495447834,1706.2246124282824,1677.129661026295,99.11112029856751,0.4650230918439555,0.4650230918439555,0.4650230918439555,0.4650230918439555,0.0,0.9360394598960228,0.9345739414869658,0.9375767352186983,0.9368952583513228,1.7953664960916617e-06,60.15397986881352,58.314549126053755,63.84505324618163,59.898421480900076,4.131818523996922,292.3305898931708,290.2686457395559,299.355664863469,291.2525700214304,5.522290568039949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4.583510705838674,3.7702323832303026,5.0938126210617165,4.827883148945046,0.26466225413795585,1292.6066277965792,1273.8130693266683,1308.172475392626,1292.333244009288,100.98608472983243,0.45546175932654237,0.4454390976430174,0.46271954882150873,0.4540793232322631,2.911486431089155e-05,0.9337445260775614,0.9315720904041889,0.9360165166373607,0.9323732529833045,4.319731334204356e-06,65.5585078000785,62.04484639237865,68.4832179094497,66.77343410566694,5.91408414346629,204.98976058287042,200.79269031417053,209.2097586393639,204.57781674460577,6.400110810462306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4.497211883567568,4.369363144566488,4.664157372537853,4.527447320877599,0.01195354871924831,1408.9558302993134,1394.967854988729,1419.373789259957,1412.3073417603896,78.98833416020658,0.48,0.48,0.48,0.48,0.0,0.9375294732900855,0.9374747727048816,0.9376241020835857,0.9375487019725998,1.8999757489660583e-09,62.26325237113432,61.2918432720923,64.05239987846458,61.62463810034559,1.164581286023796,241.71721925261846,238.30480864443822,244.3839652709559,242.94652548965195,6.2737510756615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8.193210142247032,8.193210142247032,8.193210142247032,8.193210142247032,0.0,1706.918343269151,1706.918343269151,1706.918343269151,1706.918343269151,0.0,0.48,0.48,0.48,0.48,0.0,0.9376741417286278,0.9376741417286278,0.9376741417286278,0.9376741417286278,0.0,61.2624686173767,61.15529197778982,61.490225864548876,61.264777103142464,0.01014967462429866,332.76470108381034,332.7647010838104,332.7647010838104,332.7647010838104,0.0,82.16471366179407,80.62079955826096,92.08334736697627,80.80219781794469,9.57912582897614,0.0,0.0,0.0,0.0,0.0
6,4.317257413616941,4.145314834522575,4.457471710603649,4.284503765947827,0.008746123722955388,1260.9618544344387,1255.2808320115394,1267.9635832456754,1261.0513738728123,7.4007265324110705,0.3755229253019199,0.37552292530191994,0.37552292530191994,0.37552292530191994,0.0,0.9184858210385614,0.9161928881484426,0.9214328774823798,0.9191200108609464,2.4651188628063427e-06,72.28807251852366,71.18047171611182,73.44065698847258,72.78245629697832,0.6399731292255834,237.0044480629346,235.30810390595457,238.25495476936203,237.12256952231817,0.4671778525824228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5.381348141402917,5.377120310492557,5.412410809153133,5.378763027645099,6.141305612578597e-05,1492.1147631874544,1490.9572059422246,1499.5342866230164,1491.5874597490606,3.3798389193973435,0.3823030372608826,0.3823030372608826,0.3823030372608826,0.3823030372608826,0.0,0.937738446932002,0.9377244411981909,0.9377465130023507,0.9377428372586849,5.680214571648093e-11,78.1933184114831,77.27052765782253,81.3289169353667,77.27791966023393,2.4484233054153486,294.2082607412797,293.8876107780475,296.43223000077234,294.040472526835,0.30475436185452487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.1570560072283393,0.9835206155437943,1.5675701450127024,1.0726778830704335,0.03467870531234915,773.8001279435597,720.6048626661693,814.9953276644402,779.3126444850808,570.7147084304285,0.3708626776031363,0.3708626776031363,0.3708626776031363,0.3708626776031363,0.0,0.8321132339763838,0.8065537822306516,0.8496627279042381,0.8339352959298594,0.00016945697542714784,79.52984781777914,75.17607915463046,86.56002458770624,78.75601890791896,9.432138078536545,138.82805094654665,131.8116402629081,143.248511031935,139.74539156445283,9.447127263877329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2.310146496863005,0.6922734133045052,2.942257154057075,2.4668571557977907,0.3862236181322503,994.2490071362347,976.1735879582259,1035.6242247289902,986.0275035408686,340.1544857372126,0.377810033644519,0.377810033644519,0.377810033644519,0.377810033644519,0.0,0.882000985161094,0.8777390252946197,0.8877094004559227,0.8809136858422545,1.0700514553959873e-05,76.88201804929798,69.38217904202725,81.2130754175823,79.30776995695553,16.785282237106415,181.0940237817944,176.46568664938076,189.08305338532136,179.36863829391675,16.94097413015298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,7.034831334614259,7.010497185039586,7.0650105199411355,7.033566365255273,0.00023867426972828585,1541.318280219042,1538.3416568054763,1550.8654042836547,1540.4801747949934,10.758708529487592,0.48,0.48,0.48,0.48,0.0,0.9371254178910927,0.9371254178910927,0.9371254178910927,0.9371254178910927,0.0,59.64188738925761,59.30310508772417,59.853958053341074,59.67431394259192,0.02231296763171334,247.54537165264406,246.4490100900858,248.82246107429796,247.5155453327014,0.3575157893074716,8.336675598092617,8.103636314500644,8.540988075128269,8.260529098768481,0.01565540689239853,0.0,0.0,0.0,0.0,0.0
11,8.30445297274056,8.303595878590473,8.305024402786154,8.304596753515769,1.3599468591401228e-07,1755.0951666036415,1754.9636308296967,1755.1690074495014,1755.1049157824996,0.0021586768472830003,0.48,0.48,0.48,0.48,0.0,0.937807158361598,0.937807158361598,0.937807158361598,0.937807158361598,0.0,64.68340437928465,63.12906618363929,68.42982818988823,64.06883860002475,3.0809853576634834,311.646822599695,311.6077839394709,311.66895798814807,311.64999620052,0.0001933616967743987,124.45664898950561,121.05441975784407,126.38614732745468,124.2085809104145,3.902778917618507,0.0,0.0,0.0,0.0,0.0
12,7.504753047689948,7.360498362517072,7.545120221593991,7.540447666432412,0.004074183454471649,1639.3873838363056,1621.1584180992832,1644.5607383650722,1643.9661234859757,66.4247412302599,0.48,0.48,0.48,0.48,0.0,0.9377040711226623,0.9376898526825804,0.9377076425132278,0.9377076425132278,3.939015327545377e-11,64.1929017357049,60.987554538901904,67.38598515839789,64.86292099305292,6.72350240649519,297.11813844149816,291.5602348432149,298.69054274201875,298.51391858146275,6.156656343399323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
