,run,Yield (tonne/ha)_mean,Yield (tonne/ha)_min,Yield (tonne/ha)_max,Yield (tonne/ha)_median,Yield (tonne/ha)_var,biomass_mean,biomass_min,biomass_max,biomass_median,biomass_var,harvest_index_mean,harvest_index_min,harvest_index_max,harvest_index_median,harvest_index_var,canopy_cover_mean,canopy_cover_min,canopy_cover_max,canopy_cover_median,canopy_cover_var,Es_mean,Es_min,Es_max,Es_median,Es_var,Tr_mean,Tr_min,Tr_max,Tr_median,Tr_var,DeepPerc_mean,DeepPerc_min,DeepPerc_max,DeepPerc_median,DeepPerc_var,CR_mean,CR_min,CR_max,CR_median,CR_var,date_1,date_2,irrig_1,irrig_2,irrigation_1,irrigation_2
0,1,4.703697039354667,0.02284353522622018,8.304110863087537,4.667190310149239,7.444123147695207,1295.6952864825037,530.5979863293612,1755.0378607290704,1366.3592836597309,128994.16265262393,0.43016894643128034,0.3708626776031363,0.48,0.43679887205377177,0.002045268372625383,0.9031011998141337,0.6676880152456489,0.937807158361598,0.9363845840580725,0.005408817816672993,72.94281987488336,52.77128888024861,113.62242762672827,66.48058316366684,241.86236179927553,228.62385351856577,86.52784403985378,332.7647010838104,234.59922015536156,4770.27741125563,11.701344161623007,0.0,126.32234804445609,0.0,1052.7908662984014,0.0,0.0,0.0,0.0,0.0,02-16,04-16,63 days,123 days,63,123
1,2,4.6879544415414145,0.0,8.440343643159814,5.218262674744625,7.555531240712625,1273.5414661626478,448.3852957276614,1774.3462303401484,1296.5543356907178,147712.0170328033,0.43016894643128034,0.3708626776031363,0.48,0.43679887205377177,0.002045268372625383,0.8897410040717554,0.5288359733888487,0.9378088923333083,0.9351689023981955,0.012411829045001304,75.3232624824594,54.299209335794714,120.81603752555439,68.60828098834979,322.9891990293278,224.66883096041144,73.92781361691934,332.7647010838104,230.11472095825337,5316.036630446546,11.326372611571895,0.0,114.40095759536582,0.0,951.3885304602888,0.0,0.0,0.0,0.0,0.0,02-28,05-02,75 days,139 days,75,139
2,3,4.724775251563586,0.03252882458199048,8.31828393254167,5.374102900761397,7.282222625085409,1285.318286894894,508.81937425589524,1754.3877931097913,1363.092320943002,119037.86555507385,0.43016894643128034,0.3708626776031363,0.48,0.43679887205377177,0.002045268372625383,0.9113259317377278,0.703714310349267,0.937807158361598,0.9353086912367735,0.003071937623883192,74.92303231941192,59.899425344699104,118.92616145880118,72.00505842145,202.7634100342599,224.99156552267402,71.7880460378158,332.7647010838104,234.31417992976927,4689.952352082088,12.020961960988316,0.0,126.35647526219948,0.0,1043.1973979845518,0.0,0.0,0.0,0.0,0.0,01-15,05-01,31 days,138 days,31,138
3,4,4.829402119830946,0.004751892250919735,8.56162698214952,4.68856514038572,7.375727933673587,1313.6278509085748,492.1582236521752,1791.0286659130365,1387.0510078732816,140218.18088116354,0.42979328444913917,0.3708626776031363,0.48,0.43679887205377177,0.002009373127425155,0.8815061028808641,0.4864122778165138,0.9378088923333083,0.9346660942953483,0.014289746978542866,72.32594953989896,52.800943853384,113.79516748299572,66.47884944058245,256.1432064153219,234.41495015975966,91.17457595960677,332.7647010838104,236.58662841475117,4946.222645255476,10.484914493937202,0.0,101.38473480388708,0.0,806.9919849298329,0.0,0.0,0.0,0.0,0.0,03-10,04-11,86 days,118 days,86,118
4,5,4.713429732030506,0.0029319351777711204,8.384582727248475,4.741263687911412,7.525232371313312,1301.538937680655,482.27272584937265,1766.4909410524826,1324.2510568025357,134072.5535890864,0.43016894643128034,0.3708626776031363,0.48,0.43679887205377177,0.002045268372625383,0.8930765427424062,0.5780382265012685,0.9378088752172316,0.9362382902096351,0.010549610129316577,72.25221540174387,52.798329330055594,112.10532740770873,66.48058316366684,247.9435745424351,230.4927178866236,90.18412092211697,332.7647010838104,229.63798965028536,4740.872864917516,11.065296902025962,0.0,120.03190177276784,0.0,954.5816065036703,0.0,0.0,0.0,0.0,0.0,02-24,04-14,71 days,121 days,71,121
5,6,4.672324968489313,0.07967737143639211,8.305876179424406,5.268288852467267,7.34157463603426,1285.2987498737425,501.79937439263836,1755.600794088495,1355.3429402850822,126127.95535379034,0.43016894643128034,0.3708626776031363,0.48,0.43679887205377177,0.002045268372625383,0.9066121346008067,0.6800702754260104,0.937807158361598,0.9353872382500845,0.004337434055389024,73.89464018765293,53.81536043144372,122.5605987170906,69.53016310441481,253.24146894772858,225.8228571478782,73.90422776345464,332.7647010838104,224.11914215428922,4831.733110857372,11.836267307270615,0.0,125.99041572081127,0.0,1065.8669237879333,0.0,0.0,0.0,0.0,0.0,02-08,04-27,55 days,134 days,55,134
6,7,4.7391395185884075,0.0,8.537592700602236,5.362169794186466,7.490065507442467,1270.1356535807652,437.1386541063605,1787.622875296715,1315.3671630634003,147510.16235126596,0.43016894643128034,0.3708626776031363,0.48,0.43679887205377177,0.002045268372625383,0.8836751229747696,0.5194606050332792,0.9378088923333083,0.9346660942953483,0.01326205614428818,75.16398157945761,54.103535611041224,114.59743311236687,70.06722294409278,241.3717427359443,223.82275557037087,76.09677352558742,332.7647010838104,228.21273726633385,5393.916629599727,10.464362884365883,0.0,101.38473480388708,0.0,805.0372056678389,0.0,0.0,0.0,0.0,0.0,03-08,05-07,84 days,144 days,84,144
7,8,4.617914004827476,0.003520161505503934,8.349104817364767,5.142347777567534,7.54516589479831,1266.5202541893443,460.32197425911266,1761.3555882326173,1288.9943967311392,140373.88055329645,0.43016894643128034,0.3708626776031363,0.48,0.43679887205377177,0.002045268372625383,0.8942436839495496,0.5868833676067141,0.9378084715738185,0.9363276920419269,0.00974556838291774,74.80573441263478,54.41424824222721,111.11689673085594,68.89211616013499,234.72162308500538,222.46815225449367,78.55469104833726,332.7647010838104,217.64982195754777,5020.897587437789,11.606128568168343,0.0,122.05731831412264,0.0,1019.786298229755,0.0,0.0,0.0,0.0,0.0,02-23,05-03,70 days,140 days,70,140
8,9,4.691728251747818,0.07878009544852063,8.307419821441494,5.072995664502249,7.358001920661309,1290.862059528525,510.4262713710025,1755.995311547262,1355.37824707904,125955.76917428813,0.43016894643128034,0.3708626776031363,0.48,0.43679887205377177,0.002045268372625383,0.9066121346008067,0.6800702754260104,0.937807158361598,0.9353872382500845,0.004337434055389024,73.87312787621589,53.03098855324125,120.8455609609874,69.7053612424318,260.0877712359079,227.23084981903915,76.1170172480575,332.7647010838104,228.5077037764046,4840.686429457983,11.709048294355592,0.0,125.99041572081127,0.0,1051.8561768523623,0.0,0.0,0.0,0.0,0.0,02-08,04-23,55 days,130 days,55,130
9,10,5.0527467701194375,1.331951481868564,8.567297331383623,5.0897777037164715,5.0372511766661106,1331.9861159128857,634.8086665369289,1787.3764925492699,1400.2776362613897,101576.06398229687,0.4294176224669981,0.3708626776031363,0.48,0.43679887205377177,0.001979969490766934,0.912779115757709,0.703714310349267,0.9378088923333083,0.9358732419761256,0.0029753239731379554,70.34773667687365,58.36671491335146,103.36407246462426,66.64369568963414,131.57706356910919,234.31776427866447,99.53865706363581,332.4651418722005,238.8030038868513,3945.720001673991,12.637943890878564,0.0,126.35647526219948,0.0,1172.7982992777297,0.0,0.0,0.0,0.0,0.0,01-15,03-20,31 days,96 days,31,96
